dataset	plr_error	target_entries	file	min	max	entries	capacity	materialized_unique	range_entries_sum	bucket_overlap_pairs
random_9	0	16	1	36	61	16	26	16	15	0
random_9	0	16	2	64	95	16	32	16	16	0
random_9	0	16	3	96	115	10	20	10	10	0
random_9	8	2	0	0	6	2	7	2	2	0
random_9	8	2	1	9	11	2	3	2	1	0
random_9	8	2	2	13	15	2	3	2	3	0
random_9	8	2	3	17	19	2	3	2	3	0
random_9	8	2	4	21	23	2	3	2	1	0
random_9	8	2	5	25	27	2	3	2	1	0
random_9	8	2	6	29	31	2	3	2	1	0
random_9	8	2	7	33	35	2	3	2	2	0
random_9	8	2	8	37	39	2	3	2	2	0
random_9	8	2	9	41	43	2	3	2	2	0
random_9	8	2	10	45	47	2	3	2	2	0
random_9	8	2	11	49	51	2	3	2	2	0
random_9	8	2	12	53	55	2	3	2	1	0
random_9	8	2	13	57	58	2	2	2	1	0
random_9	8	2	14	60	62	2	3	2	1	0
random_9	8	2	15	64	66	2	3	2	3	0
random_9	8	2	16	68	70	2	3	2	2	0
random_9	8	2	17	72	74	2	3	2	1	0
random_9	8	2	18	76	78	2	3	2	1	0
random_9	8	2	19	80	82	2	3	2	1	0
random_9	8	2	20	84	86	2	3	2	1	0
random_9	8	2	21	88	90	2	3	2	0	0
random_9	8	2	22	92	94	2	3	2	3	0
random_9	8	2	23	96	98	2	3	2	2	0
random_9	8	2	24	100	102	2	3	2	0	0
random_9	8	2	25	104	106	2	3	2	1	0
random_9	8	2	26	108	110	2	3	2	2	0
random_9	8	2	27	112	114	2	3	2	2	0
random_9	8	2	28	114	115	2	2	2	2	0
random_9	8	7	0	0	17	7	18	7	8	0
random_9	8	7	1	19	31	7	13	7	5	0
random_9	8	7	2	33	45	7	13	7	9	0
random_9	8	7	3	47	58	7	12	7	7	0
random_9	8	7	4	60	72	7	13	7	7	0
random_9	8	7	5	74	86	7	13	7	4	0
random_9	8	7	6	88	100	7	13	7	8	0
random_9	8	7	7	102	114	7	13	7	6	0
random_9	8	7	8	114	115	2	2	2	2	0
random_9	8	16	0	0	35	16	36	16	16	0
random_9	8	16	1	37	66	16	30	16	18	0
random_9	8	16	2	68	98	16	31	16	15	0
random_9	8	16	3	100	115	10	16	9	7	0
gapped_9	0	2	0	0	1	2	2	2	2	0
gapped_9	0	2	1	2	3	2	2	2	2	0
gapped_9	0	2	2	4	6	2	3	2	3	0
gapped_9	0	2	3	7	8	2	2	2	2	0
gapped_9	0	2	4	9	10	2	2	2	2	0
gapped_9	0	2	5	10	11	2	2	2	2	0
gapped_9	0	2	6	12	254	2	243	2	3	0
gapped_9	0	2	7	255	256	2	2	2	2	0
gapped_9	0	2	8	257	258	2	2	2	2	0
gapped_9	0	2	9	259	260	2	2	2	2	0
gapped_9	0	2	10	261	262	2	2	2	2	0
gapped_9	0	2	11	263	264	2	2	2	2	0
gapped_9	0	2	12	264	265	2	2	2	2	0
gapped_9	0	2	13	507	508	2	2	2	2	0
gapped_9	0	2	14	509	510	2	2	2	2	0
gapped_9	0	2	15	511	512	2	2	2	2	0
gapped_9	0	2	16	513	515	2	3	2	3	0
gapped_9	0	2	17	516	516	2	1	1	2	1
gapped_9	0	2	18	517	518	2	2	2	2	0
gapped_9	0	2	19	759	761	2	3	2	3	0
gapped_9	0	2	20	762	763	2	2	2	2	0
gapped_9	0	2	21	764	765	2	2	2	2	0
gapped_9	0	2	22	766	767	2	2	2	2	0
gapped_9	0	2	23	768	769	2	2	2	2	0
gapped_9	0	2	24	770	770	2	1	1	2	1
gapped_9	0	2	25	771	1013	2	243	2	3	0
gapped_9	0	2	26	1014	1015	2	2	2	2	0
gapped_9	0	2	27	1015	1016	2	2	2	2	0
gapped_9	0	2	28	1016	1017	2	2	2	2	0
gapped_9	0	7	0	0	7	7	8	7	8	0
gapped_9	0	7	1	8	254	7	247	7	7	0
gapped_9	0	7	2	255	261	7	7	7	7	0
gapped_9	0	7	3	262	508	7	247	7	7	0
gapped_9	0	7	4	509	516	7	8	7	8	0
gapped_9	0	7	5	516	763	7	248	7	8	0
gapped_9	0	7	6	764	770	7	7	7	7	0
gapped_9	0	7	7	770	1016	7	247	6	7	0
gapped_9	0	7	8	1016	1017	2	2	2	2	0
gapped_9	0	16	0	0	256	16	257	16	17	0
gapped_9	0	16	1	257	512	16	256	16	16	0
gapped_9	0	16	2	513	769	16	257	16	17	0
gapped_9	0	16	3	770	1017	10	248	8	8	0
gapped_9	8	2	0	0	1	2	2	2	2	0
gapped_9	8	2	1	4	24	2	21	2	9	0
gapped_9	8	2	2	43	63	2	21	2	0	0
gapped_9	8	2	3	83	103	2	21	2	0	0
gapped_9	8	2	4	122	142	2	21	2	0	0
gapped_9	8	2	5	162	182	2	21	2	0	0
gapped_9	8	2	6	201	221	2	21	2	0	0
gapped_9	8	2	7	241	261	2	21	2	9	0
gapped_9	8	2	8	280	300	2	21	2	0	0
gapped_9	8	2	9	320	340	2	21	2	0	0
gapped_9	8	2	10	359	379	2	21	2	0	0
gapped_9	8	2	11	399	419	2	21	2	0	0
gapped_9	8	2	12	438	458	2	21	2	0	0
gapped_9	8	2	13	478	498	2	21	2	0	0
gapped_9	8	2	14	517	537	2	21	2	2	0
gapped_9	8	2	15	557	577	2	21	2	0	0
gapped_9	8	2	16	596	616	2	21	2	0	0
gapped_9	8	2	17	636	656	2	21	2	0	0
gapped_9	8	2	18	675	695	2	21	2	0	0
gapped_9	8	2	19	715	735	2	21	2	0	0
gapped_9	8	2	20	754	774	2	21	2	13	0
gapped_9	8	2	21	794	814	2	21	2	0	0
gapped_9	8	2	22	833	853	2	21	2	0	0
gapped_9	8	2	23	873	893	2	21	2	0	0
gapped_9	8	2	24	912	932	2	21	2	0	0
gapped_9	8	2	25	952	972	2	21	2	0	0
gapped_9	8	2	26	991	1011	2	21	2	0	0
gapped_9	8	2	27	1015	1016	2	2	2	2	0
gapped_9	8	2	28	1016	1017	2	2	2	2	0
gapped_9	8	7	0	0	83	7	84	7	13	0
gapped_9	8	7	1	103	221	7	119	7	0	0
gapped_9	8	7	2	241	359	7	119	7	13	0
gapped_9	8	7	3	379	498	7	120	7	0	0
gapped_9	8	7	4	517	636	7	120	7	2	0
gapped_9	8	7	5	656	774	7	119	7	13	0
gapped_9	8	7	6	794	912	7	119	7	0	0
gapped_9	8	7	7	932	1016	7	85	7	5	0
gapped_9	8	7	8	1016	1017	2	2	2	2	0
gapped_9	8	16	0	0	261	16	262	16	22	0
gapped_9	8	16	1	280	577	16	298	16	13	0
gapped_9	8	16	2	596	893	16	298	16	13	0
gapped_9	8	16	3	912	1017	10	106	9	6	0
