dataset	plr_error	target_entries	file	min	max	entries	capacity	materialized_unique	range_entries_sum	bucket_overlap_pairs
gapped_4	0	7	6	506	513	7	8	7	8	0
gapped_4	0	7	7	514	672	4	159	4	4	0
gapped_4	0	16	0	0	170	16	171	16	16	0
gapped_4	0	16	1	171	341	16	171	16	16	0
gapped_4	0	16	2	342	512	16	171	16	16	0
gapped_4	0	16	3	513	672	5	160	5	5	0
gapped_4	8	2	0	0	1	2	2	2	2	0
gapped_4	8	2	1	2	13	2	12	2	11	0
gapped_4	8	2	2	24	34	2	11	2	0	0
gapped_4	8	2	3	45	56	2	12	2	0	0
gapped_4	8	2	4	66	77	2	12	2	0	0
gapped_4	8	2	5	88	98	2	11	2	0	0
gapped_4	8	2	6	109	120	2	12	2	0	0
gapped_4	8	2	7	130	141	2	12	2	0	0
gapped_4	8	2	8	152	162	2	11	2	0	0
gapped_4	8	2	9	173	184	2	12	2	8	0
gapped_4	8	2	10	194	205	2	12	2	0	0
gapped_4	8	2	11	216	226	2	11	2	0	0
gapped_4	8	2	12	237	248	2	12	2	0	0
gapped_4	8	2	13	258	269	2	12	2	0	0
gapped_4	8	2	14	280	290	2	11	2	0	0
gapped_4	8	2	15	301	312	2	12	2	0	0
gapped_4	8	2	16	322	333	2	12	2	0	0
gapped_4	8	2	17	344	354	2	11	2	5	0
gapped_4	8	2	18	365	376	2	12	2	0	0
gapped_4	8	2	19	386	397	2	12	2	0	0
gapped_4	8	2	20	408	418	2	11	2	0	0
gapped_4	8	2	21	429	440	2	12	2	0	0
gapped_4	8	2	22	450	461	2	12	2	0	0
gapped_4	8	2	23	472	482	2	11	2	0	0
gapped_4	8	2	24	493	504	2	12	2	1	0
gapped_4	8	2	25	514	515	2	2	2	2	0
gapped_4	8	2	26	516	672	1	157	1	2	0
gapped_4	8	7	0	0	45	7	46	7	13	0
gapped_4	8	7	1	56	120	7	65	7	0	0
gapped_4	8	7	2	130	194	7	65	7	13	0
gapped_4	8	7	3	205	269	7	65	7	0	0
gapped_4	8	7	4	280	344	7	65	7	9	0
gapped_4	8	7	5	354	418	7	65	7	0	0
gapped_4	8	7	6	429	493	7	65	7	0	0
gapped_4	8	7	7	504	672	4	169	4	14	0
gapped_4	8	16	0	0	141	16	142	16	13	0
gapped_4	8	16	1	152	312	16	161	16	13	0
gapped_4	8	16	2	322	482	16	161	16	13	0
gapped_4	8	16	3	493	672	5	180	5	14	0
random_5	0	2	0	0	1	2	2	2	2	0
random_5	0	2	1	2	3	2	2	2	1	0
random_5	0	2	2	5	6	2	2	2	2	0
random_5	0	2	3	8	9	2	2	2	1	0
random_5	0	2	4	10	11	2	2	2	2	0
random_5	0	2	5	12	13	2	2	2	1	0
random_5	0	2	6	16	18	2	3	2	1	0
random_5	0	2	7	19	20	2	2	2	2	0
random_5	0	2	8	21	24	2	4	2	2	0
random_5	0	2	9	26	30	2	5	2	2	0
random_5	0	2	10	31	32	2	2	2	2	0
random_5	0	2	11	33	33	2	1	1	2	1
random_5	0	2	12	34	37	2	4	2	2	0
random_5	0	2	13	38	40	2	3	2	2	0
random_5	0	2	14	41	43	2	3	2	2	0
random_5	0	2	15	45	47	2	3	2	1	0
random_5	0	2	16	47	48	2	2	2	2	0
random_5	0	2	17	54	57	2	4	2	2	0
random_5	0	2	18	58	59	2	2	2	2	0
random_5	0	2	19	59	60	2	2	2	2	0
random_5	0	2	20	63	68	2	6	2	2	0
random_5	0	2	21	71	72	2	2	2	1	0
random_5	0	2	22	74	78	2	5	2	2	0
random_5	0	2	23	85	89	2	5	2	1	0
random_5	0	2	24	94	95	2	2	2	2	0
random_5	0	2	25	96	98	2	3	2	1	0
random_5	0	2	26	102	107	2	6	2	3	0
random_5	0	7	0	0	8	7	9	7	7	0
random_5	0	7	1	9	18	7	10	7	6	0
random_5	0	7	2	19	31	7	13	7	7	0
random_5	0	7	3	32	40	7	9	7	6	0
random_5	0	7	4	41	54	7	14	7	7	0
random_5	0	7	5	57	68	7	12	7	6	0
random_5	0	7	6	71	94	7	24	7	7	0
random_5	0	7	7	95	107	5	13	5	7	0
random_5	0	16	0	0	20	16	21	16	15	0
random_5	0	16	1	21	47	16	27	16	15	0
random_5	0	16	2	47	89	16	43	16	17	0
random_5	0	16	3	94	107	6	14	6	8	0
random_5	8	2	0	0	1	2	2	2	2	0
random_5	8	2	1	2	4	2	3	2	2	0
random_5	8	2	2	6	8	2	3	2	2	0
random_5	8	2	3	10	12	2	3	2	3	0
random_5	8	2	4	14	16	2	3	2	2	0
random_5	8	2	5	18	20	2	3	2	2	0
random_5	8	2	6	22	24	2	3	2	1	0
random_5	8	2	7	27	29	2	3	2	1	0
random_5	8	2	8	31	33	2	3	2	3	0
random_5	8	2	9	35	37	2	3	2	1	0
random_5	8	2	10	39	41	2	3	2	1	0
random_5	8	2	11	43	45	2	3	2	2	0
random_5	8	2	12	47	49	2	3	2	2	0
random_5	8	2	13	51	53	2	3	2	0	0
random_5	8	2	14	55	57	2	3	2	1	0
random_5	8	2	15	59	61	2	3	2	2	0
random_5	8	2	16	63	65	2	3	2	1	0
random_5	8	2	17	67	69	2	3	2	1	0
random_5	8	2	18	71	73	2	3	2	1	0
random_5	8	2	19	75	77	2	3	2	1	0
random_5	8	2	20	79	82	2	4	2	1	0
random_5	8	2	21	84	86	2	3	2	1	0
random_5	8	2	22	88	90	2	3	2	0	0
random_5	8	2	23	92	94	2	3	2	1	0
random_5	8	2	24	96	98	2	3	2	1	0
random_5	8	2	25	100	102	2	3	2	2	0
random_5	8	2	26	102	107	2	6	2	3	0
random_5	8	7	0	0	10	7	11	7	9	0
random_5	8	7	1	12	24	7	13	7	7	0
random_5	8	7	2	27	39	7	13	7	8	0
random_5	8	7	3	41	53	7	13	7	6	0
random_5	8	7	4	55	67	7	13	7	6	0
random_5	8	7	5	69	82	7	14	7	5	0
random_5	8	7	6	84	96	7	13	7	4	0
random_5	8	7	7	98	107	5	10	5	5	0
random_5	8	16	0	0	29	16	30	16	18	0
random_5	8	16	1	31	61	16	31	16	18	0
random_5	8	16	2	63	94	16	32	16	10	0
random_5	8	16	3	96	107	6	12	6	6	0
gapped_5	0	2	0	0	1	2	2	2	2	0
gapped_5	0	2	1	2	3	2	2	2	2	0
gapped_5	0	2	2	4	5	2	2	2	2	0
gapped_5	0	2	3	6	7	2	2	2	2	0
gapped_5	0	2	4	8	9	2	2	2	2	0
gapped_5	0	2	5	10	11	2	2	2	2	0
gapped_5	0	2	6	11	12	2	2	2	2	0
gapped_5	0	2	7	186	187	2	2	2	2	0
gapped_5	0	2	8	188	189	2	2	2	2	0
gapped_5	0	2	9	190	191	2	2	2	2	0
gapped_5	0	2	10	192	193	2	2	2	2	0
gapped_5	0	2	11	194	195	2	2	2	2	0
gapped_5	0	2	12	196	196	2	1	1	2	1
gapped_5	0	2	13	197	371	2	175	2	3	0
gapped_5	0	2	14	372	373	2	2	2	2	0
gapped_5	0	2	15	374	375	2	2	2	2	0
gapped_5	0	2	16	376	377	2	2	2	2	0
gapped_5	0	2	17	378	379	2	2	2	2	0
gapped_5	0	2	18	380	380	2	1	1	2	1
gapped_5	0	2	19	381	382	2	2	2	2	0
gapped_5	0	2	20	555	556	2	2	2	2	0
gapped_5	0	2	21	557	558	2	2	2	2	0
gapped_5	0	2	22	559	560	2	2	2	2	0
gapped_5	0	2	23	561	562	2	2	2	2	0
gapped_5	0	2	24	563	564	2	2	2	2	0
gapped_5	0	2	25	565	566	2	2	2	2	0
gapped_5	0	2	26	566	741	2	176	2	4	0
gapped_5	0	7	0	0	6	7	7	7	7	0
gapped_5	0	7	1	7	12	7	6	6	7	1
gapped_5	0	7	2	186	192	7	7	7	7	0
gapped_5	0	7	3	193	371	7	179	7	7	0
gapped_5	0	7	4	372	378	7	7	7	7	0
gapped_5	0	7	5	379	556	7	178	7	6	0
gapped_5	0	7	6	557	563	7	7	7	7	0
gapped_5	0	7	7	564	741	5	178	5	6	0
gapped_5	0	16	0	0	187	16	188	16	16	0
gapped_5	0	16	1	188	375	16	188	16	16	0
gapped_5	0	16	2	376	562	16	187	16	15	0
gapped_5	0	16	3	563	741	6	179	6	7	0
gapped_5	8	2	0	0	1	2	2	2	2	0
gapped_5	8	2	1	2	14	2	13	2	11	0
gapped_5	8	2	2	25	37	2	13	2	0	0
gapped_5	8	2	3	48	60	2	13	2	0	0
gapped_5	8	2	4	71	83	2	13	2	0	0
gapped_5	8	2	5	94	106	2	13	2	0	0
gapped_5	8	2	6	118	129	2	12	2	0	0
gapped_5	8	2	7	141	152	2	12	2	0	0
gapped_5	8	2	8	164	175	2	12	2	0	0
gapped_5	8	2	9	187	198	2	12	2	11	0
gapped_5	8	2	10	210	221	2	12	2	0	0
gapped_5	8	2	11	233	244	2	12	2	0	0
gapped_5	8	2	12	256	267	2	12	2	0	0
gapped_5	8	2	13	279	290	2	12	2	0	0
gapped_5	8	2	14	302	313	2	12	2	0	0
gapped_5	8	2	15	325	336	2	12	2	0	0
gapped_5	8	2	16	348	359	2	12	2	0	0
gapped_5	8	2	17	371	382	2	12	2	12	0
gapped_5	8	2	18	394	405	2	12	2	0	0
gapped_5	8	2	19	417	428	2	12	2	0	0
gapped_5	8	2	20	440	451	2	12	2	0	0
gapped_5	8	2	21	463	474	2	12	2	0	0
gapped_5	8	2	22	486	497	2	12	2	0	0
gapped_5	8	2	23	509	520	2	12	2	0	0
gapped_5	8	2	24	532	543	2	12	2	0	0
gapped_5	8	2	25	555	566	2	12	2	12	0
gapped_5	8	2	26	734	741	2	8	2	2	0
gapped_5	8	7	0	0	48	7	49	7	13	0
gapped_5	8	7	1	60	129	7	70	7	0	0
gapped_5	8	7	2	141	210	7	70	7	13	0
gapped_5	8	7	3	221	290	7	70	7	0	0
gapped_5	8	7	4	302	371	7	70	7	2	0
gapped_5	8	7	5	382	451	7	70	7	1	0
gapped_5	8	7	6	463	532	7	70	7	0	0
gapped_5	8	7	7	543	741	5	199	5	15	0
gapped_5	8	16	0	0	152	16	153	16	13	0
gapped_5	8	16	1	164	336	16	173	16	13	0
gapped_5	8	16	2	348	520	16	173	16	13	0
gapped_5	8	16	3	532	741	6	210	6	15	0
random_6	0	2	0	0	2	2	3	2	2	0
random_6	0	2	1	7	9	2	3	2	1	0
random_6	0	2	2	12	17	2	6	2	1	0
random_6	0	2	3	22	24	2	3	2	2	0
random_6	0	2	4	25	26	2	2	2	1	0
random_6	0	2	5	29	30	2	2	2	2	0
random_6	0	2	6	31	33	2	3	2	2	0
random_6	0	2	7	35	36	2	2	2	2	0
random_6	0	2	8	36	38	2	3	2	2	0
random_6	0	2	9	40	41	2	2	2	1	0
random_6	0	2	10	43	44	2	2	2	2	0
random_6	0	2	11	47	49	2	3	2	1	0
random_6	0	2	12	50	51	2	2	2	2	0
random_6	0	2	13	54	55	2	2	2	2	0
random_6	0	2	14	56	57	2	2	2	1	0
random_6	0	2	15	58	59	2	2	2	1	0
random_6	0	2	16	66	68	2	3	2	2	0
random_6	0	2	17	68	69	2	2	2	2	0
random_6	0	2	18	72	73	2	2	2	2	0
random_6	0	2	19	77	79	2	3	2	1	0
random_6	0	2	20	81	83	2	3	2	1	0
random_6	0	2	21	84	86	2	3	2	1	0
random_6	0	2	22	90	92	2	3	2	3	0
random_6	0	2	23	93	94	2	2	2	1	0
random_6	0	2	24	96	98	2	3	2	3	0
random_6	0	2	25	100	101	2	2	2	1	0
random_6	0	2	26	103	104	2	2	2	2	0
random_6	0	2	27	108	109	1	2	1	2	0
random_6	0	7	0	0	22	7	23	7	8	0
random_6	0	7	1	24	33	7	10	7	6	0
random_6	0	7	2	35	43	7	9	7	6	0
random_6	0	7	3	44	55	7	12	7	7	0
random_6	0	7	4	56	68	7	13	6	6	0
random_6	0	7	5	69	83	7	15	7	7	0
random_6	0	7	6	84	96	7	13	7	6	0
random_6	0	7	7	98	109	6	12	6	8	0
random_6	0	16	0	0	36	16	37	16	16	0
random_6	0	16	1	36	59	16	24	16	14	0
random_6	0	16	2	66	94	16	29	16	14	0
random_6	0	16	3	96	109	7	14	7	10	0
random_6	8	2	0	0	1	2	2	2	2	0
random_6	8	2	1	7	9	2	3	2	1	0
random_6	8	2	2	11	13	2	3	2	0	0
random_6	8	2	3	15	17	2	3	2	0	0
random_6	8	2	4	19	21	2	3	2	1	0
random_6	8	2	5	23	25	2	3	2	2	0
random_6	8	2	6	27	29	2	3	2	1	0
random_6	8	2	7	31	33	2	3	2	2	0
random_6	8	2	8	35	37	2	3	2	2	0
random_6	8	2	9	39	41	2	3	2	2	0
random_6	8	2	10	43	45	2	3	2	2	0
random_6	8	2	11	47	49	2	3	2	1	0
random_6	8	2	12	51	53	2	3	2	2	0
random_6	8	2	13	55	56	2	2	2	1	0
random_6	8	2	14	58	60	2	3	2	2	0
random_6	8	2	15	62	64	2	3	2	1	0
random_6	8	2	16	66	68	2	3	2	2	0
random_6	8	2	17	70	72	2	3	2	1	0
random_6	8	2	18	74	76	2	3	2	1	0
random_6	8	2	19	78	80	2	3	2	2	0
random_6	8	2	20	82	84	2	3	2	2	0
random_6	8	2	21	86	88	2	3	2	0	0
random_6	8	2	22	90	92	2	3	2	3	0
random_6	8	2	23	94	96	2	3	2	1	0
random_6	8	2	24	98	100	2	3	2	2	0
random_6	8	2	25	102	104	2	3	2	3	0
random_6	8	2	26	106	108	2	3	2	2	0
random_6	8	2	27	108	109	1	2	1	2	0
random_6	8	7	0	0	15	7	16	7	5	0
random_6	8	7	1	17	29	7	13	7	6	0
random_6	8	7	2	31	43	7	13	7	8	0
random_6	8	7	3	45	56	7	12	7	6	0
random_6	8	7	4	58	70	7	13	7	6	0
random_6	8	7	5	72	84	7	13	7	7	0
random_6	8	7	6	86	98	7	13	7	7	0
random_6	8	7	7	100	109	6	10	6	7	0
random_6	8	16	0	0	33	16	34	16	14	0
random_6	8	16	1	35	64	16	30	16	17	0
random_6	8	16	2	66	96	16	31	16	15	0
random_6	8	16	3	98	109	7	12	7	8	0
gapped_6	0	2	0	0	1	2	2	2	2	0
gapped_6	0	2	1	2	3	2	2	2	2	0
gapped_6	0	2	2	4	5	2	2	2	2	0
gapped_6	0	2	3	6	7	2	2	2	2	0
gapped_6	0	2	4	8	9	2	2	2	2	0
gapped_6	0	2	5	10	11	2	2	2	2	0
gapped_6	0	2	6	11	12	2	2	2	2	0
gapped_6	0	2	7	203	204	2	2	2	2	0
gapped_6	0	2	8	205	206	2	2	2	2	0
gapped_6	0	2	9	207	208	2	2	2	2	0
gapped_6	0	2	10	209	210	2	2	2	2	0
gapped_6	0	2	11	211	212	2	2	2	2	0
gapped_6	0	2	12	213	213	2	1	1	2	1
gapped_6	0	2	13	214	404	2	191	2	2	0
gapped_6	0	2	14	406	407	2	2	2	2	0
gapped_6	0	2	15	408	409	2	2	2	2	0
gapped_6	0	2	16	410	411	2	2	2	2	0
gapped_6	0	2	17	412	413	2	2	2	2	0
gapped_6	0	2	18	414	414	2	1	1	2	1
gapped_6	0	2	19	415	415	2	1	1	2	1
gapped_6	0	2	20	606	607	2	2	2	2	0
gapped_6	0	2	21	608	609	2	2	2	2	0
gapped_6	0	2	22	610	611	2	2	2	2	0
gapped_6	0	2	23	612	613	2	2	2	2	0
gapped_6	0	2	24	614	615	2	2	2	2	0
gapped_6	0	2	25	616	617	2	2	2	2	0
gapped_6	0	2	26	617	618	2	2	2	2	0
gapped_6	0	2	27	809	810	1	2	1	2	0
gapped_6	0	7	0	0	6	7	7	7	7	0
gapped_6	0	7	1	7	12	7	6	6	7	1
gapped_6	0	7	2	203	209	7	7	7	7	0
gapped_6	0	7	3	210	404	7	195	7	6	0
gapped_6	0	7	4	406	412	7	7	7	7	0
gapped_6	0	7	5	413	607	7	195	7	6	0
gapped_6	0	7	6	608	614	7	7	7	7	0
gapped_6	0	7	7	615	810	6	196	6	7	0
gapped_6	0	16	0	0	204	16	205	16	16	0
gapped_6	0	16	1	205	409	16	205	16	16	0
gapped_6	0	16	2	410	613	16	204	16	15	0
gapped_6	0	16	3	614	810	7	197	7	8	0
gapped_6	8	2	0	0	1	2	2	2	2	0
gapped_6	8	2	1	3	20	2	18	2	10	0
gapped_6	8	2	2	36	52	2	17	2	0	0
gapped_6	8	2	3	69	85	2	17	2	0	0
gapped_6	8	2	4	101	118	2	18	2	0	0
gapped_6	8	2	5	134	151	2	18	2	0	0
gapped_6	8	2	6	167	183	2	17	2	0	0
gapped_6	8	2	7	200	216	2	17	2	13	0
gapped_6	8	2	8	232	249	2	18	2	0	0
gapped_6	8	2	9	265	282	2	18	2	0	0
gapped_6	8	2	10	298	314	2	17	2	0	0
gapped_6	8	2	11	331	347	2	17	2	0	0
gapped_6	8	2	12	363	380	2	18	2	0	0
gapped_6	8	2	13	396	413	2	18	2	10	0
gapped_6	8	2	14	429	445	2	17	2	0	0
gapped_6	8	2	15	462	478	2	17	2	0	0
gapped_6	8	2	16	495	511	2	17	2	0	0
gapped_6	8	2	17	527	544	2	18	2	0	0
gapped_6	8	2	18	560	576	2	17	2	0	0
gapped_6	8	2	19	593	609	2	17	2	4	0
gapped_6	8	2	20	626	642	2	17	2	0	0
gapped_6	8	2	21	658	675	2	18	2	0	0
gapped_6	8	2	22	691	707	2	17	2	0	0
gapped_6	8	2	23	724	740	2	17	2	0	0
gapped_6	8	2	24	757	773	2	17	2	0	0
gapped_6	8	2	25	789	806	2	18	2	0	0
gapped_6	8	2	26	808	809	2	2	2	2	0
gapped_6	8	2	27	809	810	1	2	1	2	0
gapped_6	8	7	0	0	69	7	70	7	13	0
gapped_6	8	7	1	85	183	7	99	7	0	0
gapped_6	8	7	2	200	298	7	99	7	13	0
gapped_6	8	7	3	314	413	7	100	7	10	0
gapped_6	8	7	4	429	527	7	99	7	0	0
gapped_6	8	7	5	544	642	7	99	7	13	0
gapped_6	8	7	6	658	757	7	100	7	0	0
gapped_6	8	7	7	773	810	6	38	6	3	0
gapped_6	8	16	0	0	216	16	217	16	26	0
gapped_6	8	16	1	232	478	16	247	16	13	0
gapped_6	8	16	2	495	740	16	246	16	13	0
gapped_6	8	16	3	757	810	7	54	7	3	0
random_7	0	2	0	2	5	2	4	2	2	0
random_7	0	2	1	9	12	2	4	2	1	0
random_7	0	2	2	15	16	2	2	2	2	0
random_7	0	2	3	17	19	2	3	2	2	0
random_7	0	2	4	20	21	2	2	2	2	0
random_7	0	2	5	22	25	2	4	2	2	0
random_7	0	2	6	27	31	2	5	2	1	0
random_7	0	2	7	33	34	2	2	2	2	0
random_7	0	2	8	35	35	2	1	1	2	1
random_7	0	2	9	36	42	2	7	2	3	0
random_7	0	2	10	44	45	2	2	2	2	0
random_7	0	2	11	45	46	2	2	2	2	0
random_7	0	2	12	47	48	2	2	2	2	0
random_7	0	2	13	55	56	2	2	2	2	0
random_7	0	2	14	57	57	2	1	1	2	1
random_7	0	2	15	58	59	2	2	2	2	0
random_7	0	2	16	63	66	2	4	2	2	0
random_7	0	2	17	67	67	2	1	1	2	1
random_7	0	2	18	69	71	2	3	2	2	0
random_7	0	2	19	72	73	2	2	2	2	0
random_7	0	2	20	74	75	2	2	2	2	0
random_7	0	2	21	77	81	2	5	2	2	0
random_7	0	2	22	82	88	2	7	2	2	0
random_7	0	2	23	94	96	2	3	2	2	0
random_7	0	2	24	97	98	2	2	2	2	0
random_7	0	2	25	101	103	2	3	2	1	0
random_7	0	2	26	106	108	2	3	2	1	0
random_7	0	2	27	109	110	2	2	2	2	0
random_7	0	7	0	2	17	7	16	7	7	0
random_7	0	7	1	19	31	7	13	7	7	0
random_7	0	7	2	33	44	7	12	7	7	0
random_7	0	7	3	45	56	7	12	7	6	0
random_7	0	7	4	57	67	7	11	7	7	0
random_7	0	7	5	67	75	7	9	7	8	0
random_7	0	7	6	77	97	7	21	7	8	0
random_7	0	7	7	98	110	7	13	7	7	0
random_7	0	16	0	2	34	16	33	16	16	0
random_7	0	16	1	35	59	16	25	15	14	0
random_7	0	16	2	63	96	16	34	16	17	0
random_7	0	16	3	97	110	8	14	8	8	0
random_7	8	2	0	2	4	2	3	2	2	0
random_7	8	2	1	8	10	2	3	2	1	0
random_7	8	2	2	12	14	2	3	2	1	0
random_7	8	2	3	16	18	2	3	2	2	0
random_7	8	2	4	20	22	2	3	2	2	0
random_7	8	2	5	24	26	2	3	2	2	0
random_7	8	2	6	28	30	2	3	2	1	0
random_7	8	2	7	32	34	2	3	2	2	0
random_7	8	2	8	36	38	2	3	2	1	0
random_7	8	2	9	40	42	2	3	2	2	0
random_7	8	2	10	44	46	2	3	2	3	0
random_7	8	2	11	48	50	2	3	2	1	0
random_7	8	2	12	52	54	2	3	2	0	0
random_7	8	2	13	56	58	2	3	2	3	0
random_7	8	2	14	60	62	2	3	2	1	0
random_7	8	2	15	64	66	2	3	2	2	0
random_7	8	2	16	68	70	2	3	2	2	0
random_7	8	2	17	72	74	2	3	2	3	0
random_7	8	2	18	76	78	2	3	2	1	0
random_7	8	2	19	80	82	2	3	2	2	0
random_7	8	2	20	84	86	2	3	2	1	0
random_7	8	2	21	88	90	2	3	2	1	0
random_7	8	2	22	92	94	2	3	2	1	0
random_7	8	2	23	96	98	2	3	2	3	0
random_7	8	2	24	100	102	2	3	2	1	0
random_7	8	2	25	104	106	2	3	2	1	0
random_7	8	2	26	108	108	2	1	1	2	1
random_7	8	2	27	109	110	2	2	2	2	0
random_7	8	7	0	2	16	7	15	7	6	0
random_7	8	7	1	18	30	7	13	7	7	0
random_7	8	7	2	32	44	7	13	7	7	0
random_7	8	7	3	46	58	7	13	7	7	0
random_7	8	7	4	60	72	7	13	7	8	0
random_7	8	7	5	74	86	7	13	7	6	0
random_7	8	7	6	88	100	7	13	7	6	0
random_7	8	7	7	102	110	7	9	6	5	0
random_7	8	16	0	2	34	16	33	16	16	0
random_7	8	16	1	36	66	16	31	16	16	0
random_7	8	16	2	68	98	16	31	16	16	0
random_7	8	16	3	100	110	8	11	7	6	0
gapped_7	0	2	0	0	1	2	2	2	2	0
gapped_7	0	2	1	2	3	2	2	2	2	0
gapped_7	0	2	2	4	5	2	2	2	2	0
gapped_7	0	2	3	6	7	2	2	2	2	0
gapped_7	0	2	4	8	9	2	2	2	2	0
gapped_7	0	2	5	10	11	2	2	2	2	0
gapped_7	0	2	6	11	12	2	2	2	2	0
gapped_7	0	2	7	220	221	2	2	2	2	0
gapped_7	0	2	8	222	223	2	2	2	2	0
gapped_7	0	2	9	224	225	2	2	2	2	0
gapped_7	0	2	10	226	227	2	2	2	2	0
gapped_7	0	2	11	228	229	2	2	2	2	0
gapped_7	0	2	12	230	230	2	1	1	2	1
gapped_7	0	2	13	231	439	2	209	2	3	0
gapped_7	0	2	14	440	441	2	2	2	2	0
gapped_7	0	2	15	442	443	2	2	2	2	0
gapped_7	0	2	16	444	445	2	2	2	2	0
gapped_7	0	2	17	446	447	2	2	2	2	0
gapped_7	0	2	18	448	449	2	2	2	2	0
gapped_7	0	2	19	449	450	2	2	2	2	0
gapped_7	0	2	20	658	659	2	2	2	2	0
gapped_7	0	2	21	660	661	2	2	2	2	0
gapped_7	0	2	22	662	663	2	2	2	2	0
gapped_7	0	2	23	664	665	2	2	2	2	0
gapped_7	0	2	24	666	667	2	2	2	2	0
gapped_7	0	2	25	668	668	2	1	1	2	1
gapped_7	0	2	26	669	877	2	209	2	3	0
gapped_7	0	2	27	878	879	2	2	2	2	0
gapped_7	0	7	0	0	6	7	7	7	7	0
gapped_7	0	7	1	7	12	7	6	6	7	1
gapped_7	0	7	2	220	226	7	7	7	7	0
gapped_7	0	7	3	227	439	7	213	7	7	0
gapped_7	0	7	4	440	446	7	7	7	7	0
gapped_7	0	7	5	447	659	7	213	7	7	0
gapped_7	0	7	6	660	666	7	7	7	7	0
gapped_7	0	7	7	667	879	7	213	7	7	0
gapped_7	0	16	0	0	221	16	222	16	16	0
gapped_7	0	16	1	222	443	16	222	16	16	0
gapped_7	0	16	2	444	665	16	222	16	16	0
gapped_7	0	16	3	666	879	8	214	8	8	0
gapped_7	8	2	0	0	1	2	2	2	2	0
gapped_7	8	2	1	3	21	2	19	2	10	0
gapped_7	8	2	2	38	55	2	18	2	0	0
gapped_7	8	2	3	73	90	2	18	2	0	0
gapped_7	8	2	4	108	125	2	18	2	0	0
gapped_7	8	2	5	143	160	2	18	2	0	0
gapped_7	8	2	6	177	195	2	19	2	0	0
gapped_7	8	2	7	212	230	2	19	2	12	0
gapped_7	8	2	8	247	265	2	19	2	0	0
gapped_7	8	2	9	282	299	2	18	2	0	0
gapped_7	8	2	10	317	334	2	18	2	0	0
gapped_7	8	2	11	352	369	2	18	2	0	0
gapped_7	8	2	12	387	404	2	18	2	0	0
gapped_7	8	2	13	421	439	2	19	2	2	0
gapped_7	8	2	14	456	474	2	19	2	0	0
gapped_7	8	2	15	491	509	2	19	2	0	0
gapped_7	8	2	16	526	543	2	18	2	0	0
gapped_7	8	2	17	561	578	2	18	2	0	0
gapped_7	8	2	18	596	613	2	18	2	0	0
gapped_7	8	2	19	631	648	2	18	2	0	0
gapped_7	8	2	20	665	683	2	19	2	5	0
gapped_7	8	2	21	700	718	2	19	2	0	0
gapped_7	8	2	22	735	753	2	19	2	0	0
gapped_7	8	2	23	770	787	2	18	2	0	0
gapped_7	8	2	24	805	822	2	18	2	0	0
gapped_7	8	2	25	840	857	2	18	2	0	0
gapped_7	8	2	26	875	877	2	3	2	2	0
gapped_7	8	2	27	878	879	2	2	2	2	0
gapped_7	8	7	0	0	73	7	74	7	13	0
gapped_7	8	7	1	90	195	7	106	7	0	0
gapped_7	8	7	2	212	317	7	106	7	13	0
gapped_7	8	7	3	334	439	7	106	7	2	0
gapped_7	8	7	4	456	561	7	106	7	0	0
gapped_7	8	7	5	578	683	7	106	7	13	0
gapped_7	8	7	6	700	805	7	106	7	0	0
gapped_7	8	7	7	822	879	7	58	7	4	0
gapped_7	8	16	0	0	230	16	231	16	25	0
gapped_7	8	16	1	247	509	16	263	16	13	0
gapped_7	8	16	2	526	787	16	262	16	13	0
gapped_7	8	16	3	805	879	8	75	8	4	0
random_8	0	2	0	1	2	2	2	2	2	0
random_8	0	2	1	3	4	2	2	2	2	0
random_8	0	2	2	4	5	2	2	2	2	0
random_8	0	2	3	6	10	2	5	2	3	0
random_8	0	2	4	12	14	2	3	2	1	0
random_8	0	2	5	16	18	2	3	2	1	0
random_8	0	2	6	21	23	2	3	2	2	0
random_8	0	2	7	25	27	2	3	2	2	0
random_8	0	2	8	28	29	2	2	2	2	0
random_8	0	2	9	29	30	2	2	2	2	0
random_8	0	2	10	31	37	2	7	2	2	0
random_8	0	2	11	38	39	2	2	2	2	0
random_8	0	2	12	39	40	2	2	2	2	0
random_8	0	2	13	41	45	2	5	2	3	0
random_8	0	2	14	46	47	2	2	2	1	0
random_8	0	2	15	49	52	2	4	2	1	0
random_8	0	2	16	53	54	2	2	2	2	0
random_8	0	2	17	56	59	2	4	2	1	0
random_8	0	2	18	62	63	2	2	2	2	0
random_8	0	2	19	64	66	2	3	2	2	0
random_8	0	2	20	67	71	2	5	2	2	0
random_8	0	2	21	72	73	2	2	2	1	0
random_8	0	2	22	76	82	2	7	2	2	0
random_8	0	2	23	88	89	2	2	2	2	0
random_8	0	2	24	90	91	2	2	2	1	0
random_8	0	2	25	96	97	2	2	2	2	0
random_8	0	2	26	98	99	2	2	2	2	0
random_8	0	2	27	103	104	2	2	2	2	0
random_8	0	2	28	105	111	1	7	1	2	0
random_8	0	7	0	1	6	7	6	6	7	1
random_8	0	7	1	10	23	7	14	7	7	0
random_8	0	7	2	25	31	7	7	6	6	0
random_8	0	7	3	37	45	7	9	7	7	0
random_8	0	7	4	46	56	7	11	7	6	0
random_8	0	7	5	59	71	7	13	7	6	0
random_8	0	7	6	72	90	7	19	7	8	0
